passenger,start,end,time
467,2,5,11
468,4,5,145
469,4,5,303
470,4,5,826
471,2,3,666
472,3,5,310
473,2,3,874
474,2,4,724
475,2,4,832
476,0,2,48
477,4,5,728
478,2,3,134
479,1,5,987
480,1,4,650
481,2,5,71
482,1,4,732
483,4,5,976
484,2,4,99
485,4,5,630
486,2,3,193
487,3,4,445
488,2,4,845
489,3,4,775
490,0,4,580
491,3,4,251
492,4,5,94
493,2,3,960
494,1,5,764
495,1,5,651
496,2,3,167
497,2,3,750
498,4,5,396
499,2,3,71
500,2,4,394
501,1,2,3
502,3,5,159
503,2,5,542
504,3,5,823
505,2,4,118
506,0,4,99
507,1,2,104
508,2,5,500
509,3,4,234
510,3,4,911
511,2,3,269
512,2,3,901
513,2,3,95
514,3,5,371
515,2,5,826
516,2,5,25
517,4,5,91
518,3,5,504
519,3,5,103
520,4,5,318
521,2,4,940
522,0,3,129
523,1,5,383
524,0,2,734
525,2,5,250
526,4,5,478
527,2,4,923
528,2,3,975
529,1,3,639
530,4,5,948
531,2,3,391
532,0,1,956
533,1,3,122
534,0,3,981
535,3,4,397
536,2,4,435
537,0,5,370
538,3,5,80
539,2,3,324
540,2,3,581
541,2,5,816
542,2,5,375
543,2,4,720
544,0,5,296
545,3,4,888
546,2,4,631
547,1,4,27
548,2,5,950
549,4,5,279
550,2,4,2
551,2,5,996
552,0,4,488
553,1,4,109
554,1,2,464
555,3,5,348
556,1,2,840
557,3,4,729
558,3,4,94
559,2,4,337
560,0,4,919
561,0,3,215
562,0,5,238
563,4,5,551
564,3,5,483
565,3,5,36
566,0,5,688
567,2,4,910
568,2,4,240
569,3,5,358
570,2,3,176
571,2,4,130
572,0,3,211
573,2,5,716
574,3,4,985
575,0,4,125
576,0,1,317
577,2,3,598
578,4,5,278
579,1,3,822
580,0,1,768
581,4,5,730
582,2,4,963
583,1,2,685
584,2,3,108
585,1,4,325
586,1,2,337
587,2,5,700
588,2,4,151
589,4,5,165
590,1,5,665
591,4,5,901
592,1,3,501
593,0,2,337
594,2,4,834
595,2,5,100
596,4,5,76
597,2,5,618
598,2,3,869
599,0,4,970
600,2,5,448
601,0,3,332
602,3,5,510
603,2,4,528
604,4,5,703
605,0,3,350
606,0,1,672
607,0,5,438
608,2,5,843
609,2,3,391
610,0,3,478
611,1,4,531
612,3,5,911
613,2,4,875
614,0,4,986
615,2,4,552
616,1,2,228
617,3,4,450
618,2,5,163
619,2,5,152
620,4,5,775
621,4,5,537
622,2,3,142
623,0,1,479
624,0,2,398
625,0,5,708
626,4,5,113
627,1,5,644
628,2,5,291
629,2,4,957
630,4,5,794
631,3,4,355
632,3,5,770
633,4,5,367
634,1,2,360
635,4,5,112
636,4,5,817
637,3,4,567
638,1,2,242
639,1,4,688
640,3,5,127
641,1,5,230
642,2,5,841
643,2,4,686
644,3,5,646
645,3,4,338
646,2,5,594
647,1,4,600
648,0,2,219
649,0,5,497
650,1,3,694
651,3,4,158
652,1,5,953
653,0,5,460
654,2,3,130
655,1,4,882
656,3,5,77
657,2,5,121
658,4,5,1000
659,0,5,921
660,2,3,55
661,0,2,873
662,3,4,80
663,2,5,643
664,0,1,322
665,2,4,471
666,2,5,259
667,4,5,886
668,2,4,612
669,2,3,138
670,2,5,94
671,3,4,804
672,3,5,865
673,4,5,520
674,4,5,790
675,1,4,292
676,1,3,801
677,4,5,627
678,0,1,594
679,2,3,149
680,3,5,931
681,0,5,781
682,2,5,80
683,2,4,373
684,4,5,83
685,0,4,269
686,0,1,315
687,2,5,105
688,2,4,134
689,0,3,509
690,3,4,383
691,0,1,421
692,0,3,502
693,1,3,482
694,3,5,555
695,4,5,749
696,3,5,37
697,3,4,68
698,3,5,689
699,2,3,906
700,2,3,418
701,1,3,632
702,4,5,974
703,1,2,800
704,1,3,719
705,2,4,867
706,0,2,185
707,2,4,241
708,1,5,682
709,1,4,120
710,2,3,989
711,2,3,426
712,0,4,446
713,0,1,299
714,4,5,104
715,0,5,727
716,2,4,788
717,2,4,545
718,2,5,621
719,1,2,377
720,4,5,493
721,3,5,885
722,4,5,691
723,3,5,639
724,4,5,287
725,3,4,440
726,4,5,604
727,0,4,444
728,4,5,786
729,3,4,464
730,2,5,998
731,0,2,930
732,2,4,554
733,2,3,796
734,4,5,953
735,4,5,55
736,2,4,155
737,1,2,50
738,4,5,924
739,0,3,96
740,4,5,622
741,4,5,444
742,2,4,986
743,0,3,599
744,4,5,381
745,2,3,975
746,1,2,824
747,3,4,147
748,3,4,311
749,2,4,492
750,1,3,983
751,0,5,703
752,0,3,798
753,3,4,66
754,1,3,113
755,1,2,158
756,0,5,873
757,2,3,803
758,1,4,203
759,2,5,529
760,2,5,523
761,3,5,387
762,1,3,984
763,2,4,718
764,1,4,623
765,3,5,33
766,2,5,845
767,4,5,788
768,1,3,659
769,4,5,193
770,0,3,299
771,0,5,42
772,2,3,675
773,3,5,61
774,2,3,7
775,0,2,542
776,2,3,132
777,2,5,197
778,0,3,419
779,1,5,697
780,1,3,752
781,1,4,515
782,2,4,243
783,2,3,795
784,2,5,826
785,2,4,986
786,3,5,535
787,2,4,866
788,2,4,646
789,1,3,6
790,3,4,396
791,2,5,836
792,0,5,584
793,2,4,19
794,3,5,964
795,0,1,832
796,3,4,568
797,1,5,898
798,4,5,756
799,2,3,214
800,0,3,669
801,3,4,655
802,4,5,683
803,0,1,556
804,4,5,468
805,4,5,410
806,1,2,599
807,4,5,820
808,2,5,333
809,0,3,104
810,3,4,976
811,1,3,627
812,1,5,243
813,4,5,740
814,3,4,676
815,2,3,758
816,0,2,335
817,0,5,723
818,3,4,890
819,1,5,574
820,3,5,90
821,0,5,950
822,2,3,27
823,2,4,362
824,3,4,343
825,0,1,551
826,2,5,828
827,3,4,295
828,3,4,54
829,0,5,713
830,0,2,743
831,0,5,230
832,2,4,858
833,1,4,588
834,3,5,35
835,0,3,644
836,1,2,292
837,2,4,299
838,2,3,282
839,0,3,958
840,1,3,22
841,2,5,136
842,2,4,143
843,3,4,28
844,4,5,245
845,1,2,754
846,0,1,844
847,2,5,835
848,2,4,165
849,1,4,421
850,4,5,156
851,1,3,867
852,2,3,99
853,0,2,427
854,4,5,512
855,2,5,494
856,0,1,309
857,2,4,979
858,2,3,880
859,4,5,320
860,4,5,908
861,2,4,880
862,1,2,471
863,1,3,248
864,3,5,557
865,1,3,3
866,0,3,979
867,3,5,941
868,2,3,722
869,3,4,539
870,4,5,460
871,2,3,283
872,2,5,744
873,3,4,338
874,0,2,405
875,0,4,999
876,0,4,249
877,0,2,804
878,2,3,155
879,3,5,615
880,1,5,359
881,1,5,964
882,1,4,522
883,4,5,945
884,0,5,454
885,1,3,957
886,2,5,455
887,3,4,160
888,0,4,154
889,1,4,251
890,1,4,643
891,1,5,966
892,2,3,100
893,1,5,791
894,0,4,297
895,0,1,711
896,1,3,397
897,2,3,783
898,2,4,549
899,0,5,59
900,1,5,992
901,2,4,658
902,0,2,865
903,3,5,630
904,3,4,349
905,1,2,408
906,2,5,988
907,4,5,778
908,1,4,802
909,0,3,822
910,2,3,725
911,1,2,375
912,2,3,616
913,1,5,0
914,1,4,195
915,1,3,362
916,2,3,234
917,0,3,221
918,4,5,341
919,2,5,287
920,0,3,493
921,4,5,668
922,4,5,801
923,2,3,954
924,3,4,873
925,0,3,347
926,2,4,553
927,0,1,541
928,1,5,191
929,4,5,343
930,3,5,916
931,3,4,291
932,1,5,253
933,1,4,295
934,2,3,966
935,1,5,490
936,2,4,810
937,4,5,878
938,1,2,497
939,2,5,523
940,0,4,293
941,3,4,255
942,2,5,904
943,4,5,580
944,4,5,343
945,4,5,283
946,2,4,593
947,1,2,219
948,0,1,626
949,2,5,366
950,2,5,653
951,4,5,958
952,3,4,154
953,4,5,962
954,2,4,561
955,2,4,108
956,1,2,76
957,2,5,339
958,4,5,828
959,1,3,133
960,1,2,650
961,3,5,379
962,0,4,863
963,0,2,155
964,1,4,458
965,2,4,601
966,0,1,147
967,1,5,797
968,1,4,528
969,2,4,319
970,4,5,353
971,3,4,670
972,4,5,841
973,4,5,284
974,1,3,745
975,2,4,34
976,2,5,830
977,4,5,524
978,2,5,874
979,4,5,819
980,1,4,63
981,2,5,77
982,3,5,524
983,2,4,685
984,3,5,877
985,3,5,457
986,3,5,735
987,0,1,730
988,3,4,224
989,0,2,102
990,1,2,445
991,0,4,556
992,2,5,396
993,0,1,826
994,1,5,76
995,2,4,615
996,0,2,135
997,1,2,587
998,4,5,708
999,1,5,975
1000,4,5,517
1001,4,5,811
1002,1,3,348
1003,4,5,995
1004,0,5,649
1005,3,5,427
1006,2,4,436
1007,0,5,207
1008,2,3,472
1009,1,5,118
1010,1,2,441
1011,4,5,212
1012,3,4,534
1013,2,4,786
1014,4,5,815
1015,3,5,380
1016,1,5,118
1017,2,3,401
1018,2,4,592
1019,0,2,981
1020,1,4,731
1021,2,4,21
1022,3,5,688
1023,4,5,184
1024,4,5,499
1025,2,5,971
1026,3,4,355
1027,2,5,250
1028,1,5,286
1029,3,5,211
1030,1,3,180
1031,2,3,262
1032,0,2,922
1033,4,5,568
1034,2,4,619
1035,4,5,560
1036,4,5,141
1037,0,2,716
1038,4,5,412
1039,0,2,198
1040,4,5,931
1041,2,5,494
1042,1,5,287
1043,2,3,234
1044,3,4,539
1045,1,3,523
1046,2,5,371
1047,2,4,234
1048,4,5,778
1049,1,3,466
1050,2,3,963
1051,2,4,664
1052,2,3,781
1053,0,2,592
1054,0,5,420
1055,1,2,515
1056,0,5,54
1057,2,4,330
1058,2,5,847
1059,4,5,475
1060,2,3,907
1061,1,4,118
1062,1,4,162
1063,1,2,900
1064,2,3,293
1065,2,5,614
1066,4,5,145
1067,0,2,366
1068,2,3,159
1069,1,4,671
1070,4,5,11
1071,0,3,732
1072,0,5,971
1073,2,3,786
1074,3,5,600
1075,3,4,629
1076,3,4,974
1077,3,4,587
1078,1,2,996
1079,4,5,789
1080,2,4,200
1081,4,5,218
1082,1,2,263
1083,2,4,747
1084,2,3,300
1085,4,5,219
1086,3,4,374
1087,1,3,29
1088,3,5,269
1089,3,5,882
1090,0,2,464
1091,2,3,158
1092,4,5,366
1093,4,5,875
1094,1,2,257
1095,4,5,354
1096,0,2,104
1097,0,4,499
1098,4,5,346
1099,0,3,278
1100,0,4,767
1101,2,5,49
1102,2,4,651
1103,2,4,287
1104,1,4,838
1105,2,3,168
1106,1,5,864
1107,1,5,112
1108,0,2,115
1109,4,5,686
1110,3,4,124
1111,1,4,694
1112,0,4,396
1113,2,3,547
1114,2,3,557
1115,2,3,4
1116,2,3,320
1117,2,3,601
1118,3,4,510
1119,1,5,383
1120,4,5,427
1121,1,3,278
1122,1,3,677
1123,0,1,733
1124,3,5,192
1125,0,2,858
1126,2,5,711
1127,1,3,932
1128,2,5,21
1129,0,1,650
1130,0,1,999
1131,3,5,638
1132,1,4,346
1133,2,4,450
1134,3,4,10
1135,4,5,229
1136,1,4,528
1137,1,4,563
1138,1,4,223
1139,2,4,140
1140,4,5,382
1141,0,2,388
1142,0,4,373
1143,1,3,249
1144,2,4,3
1145,2,4,830
1146,0,1,570
1147,1,5,178
1148,1,3,709
1149,0,3,206
1150,4,5,859
1151,2,5,613
1152,4,5,405
1153,1,4,946
1154,0,1,628
1155,3,4,16
1156,2,4,682
1157,2,5,932
1158,0,5,557
1159,0,5,905
1160,1,4,712
1161,0,4,995
1162,4,5,57
1163,0,4,581
1164,0,4,731
1165,1,3,510
1166,2,3,903
1167,0,4,238
1168,1,5,34
1169,2,5,52
1170,4,5,798
1171,2,4,326
1172,3,5,287
1173,3,5,778
1174,4,5,107
1175,2,5,31
1176,1,3,434
1177,3,5,142
1178,3,4,620
1179,2,4,884
1180,3,4,858
1181,3,5,757
1182,2,4,783
1183,2,4,181
1184,1,3,633
1185,3,5,271
1186,1,3,380
1187,2,4,934
1188,1,3,668
1189,4,5,84
1190,1,2,135
1191,4,5,369
1192,1,2,292
1193,3,5,571
1194,2,3,64
1195,0,1,537
1196,2,3,442
1197,2,4,59
1198,2,3,905
1199,4,5,959
1200,2,4,812
1201,2,4,56
1202,0,2,584
1203,2,4,234
1204,4,5,144
1205,2,3,622
1206,0,3,30
1207,1,2,440
1208,4,5,435
1209,1,4,79
1210,1,3,401
1211,2,3,685
1212,3,5,256
1213,2,4,872
1214,0,2,336
1215,2,3,878
1216,1,2,423
1217,1,3,309
1218,2,3,380
1219,0,2,967
1220,0,2,629
1221,1,5,263
1222,1,5,206
1223,2,4,149
1224,4,5,510
1225,1,3,951
1226,2,3,348
1227,2,5,245
1228,1,5,261
1229,2,3,375
1230,1,5,987
1231,3,4,988
1232,1,2,188
1233,2,3,907
1234,1,2,356
1235,2,4,488
1236,4,5,33
1237,2,4,25
1238,3,4,456
1239,4,5,404
1240,2,3,653
1241,1,2,801
1242,2,3,229
1243,2,3,623
1244,0,5,704
1245,1,3,508
1246,0,5,423
1247,2,3,253
1248,1,4,59
1249,1,4,660
1250,2,4,418
1251,2,5,287
1252,0,2,283
1253,0,4,335
1254,4,5,169
1255,3,5,20
1256,2,3,63
1257,4,5,118
1258,1,2,24
1259,1,5,374
1260,3,4,367
1261,4,5,687
1262,0,4,47
1263,3,5,219
1264,4,5,806
1265,1,4,989
1266,4,5,891
1267,2,4,663
1268,4,5,813
1269,1,2,398
1270,1,4,317
1271,4,5,394
1272,0,5,663
1273,4,5,309
1274,1,4,80
1275,0,1,664
1276,2,4,971
1277,3,5,671
1278,2,4,539
1279,1,4,493
1280,2,3,629
1281,1,3,702
1282,1,3,654
1283,2,5,628
1284,0,4,915
1285,4,5,970
1286,0,2,512
1287,3,5,521
1288,1,3,597
1289,3,5,7
1290,2,4,809
1291,2,3,177
1292,2,3,332
1293,1,4,978
1294,3,5,930
1295,1,2,213
1296,3,5,564
1297,2,3,931
1298,0,4,909
1299,3,5,626
1300,4,5,758
1301,3,5,929
1302,0,4,380
1303,2,5,72
1304,4,5,484
1305,2,3,160
1306,3,4,957
1307,1,3,665
1308,2,3,673
1309,2,5,263
1310,1,2,78
1311,2,3,16
1312,3,4,16
1313,2,5,828
1314,2,4,474
1315,4,5,647
1316,2,5,228
1317,2,5,757
1318,1,4,316
1319,1,3,319
1320,0,3,272
1321,3,4,529
1322,2,5,233
1323,3,5,662
1324,2,4,872
1325,3,4,331
1326,3,4,618
1327,4,5,602
1328,0,5,983
1329,4,5,814
1330,3,5,771
1331,1,2,596
1332,3,5,21
1333,0,4,371
1334,1,4,349
1335,2,5,497
1336,2,3,741
1337,1,5,521
1338,2,5,794
1339,2,5,462
1340,0,3,366
1341,1,5,544
1342,0,1,817
1343,2,4,880
1344,1,5,446
1345,0,5,949
1346,4,5,232
1347,2,3,845
1348,3,5,212
1349,2,5,705
1350,1,2,382
1351,0,5,180
1352,1,3,104
1353,3,5,206
1354,4,5,855
1355,2,4,86
1356,4,5,528
1357,0,4,849
1358,2,4,257
1359,3,5,784
1360,1,3,242
1361,4,5,784
1362,0,1,727
1363,4,5,478
1364,1,2,469
1365,2,4,4
1366,0,5,169
1367,2,5,696
1368,0,5,195
1369,0,1,64
1370,2,4,367
1371,4,5,924
1372,4,5,853
1373,4,5,831
1374,0,2,544
1375,1,5,101
1376,3,4,826
1377,1,4,97
1378,2,4,659
1379,0,3,670
1380,1,4,528
1381,0,2,415
1382,1,4,512
1383,0,3,958
1384,2,4,38
1385,2,5,865
1386,2,4,302
1387,1,2,59
1388,3,4,896
1389,1,4,810
1390,1,2,603
1391,4,5,731
1392,1,2,335
1393,3,5,638
1394,1,4,586
1395,0,3,477
1396,0,2,583
1397,2,4,289
1398,2,4,104
1399,2,3,247
1400,1,2,536
1401,4,5,551
1402,3,4,711
1403,0,3,458
1404,0,3,817
1405,0,2,871
1406,3,5,907
1407,2,4,721
1408,0,2,441
1409,1,4,925
1410,2,5,112
1411,0,2,898
1412,2,5,754
1413,4,5,15
1414,3,4,812
1415,3,4,984
1416,1,4,271
1417,3,4,154
1418,3,4,466
1419,2,4,710
1420,1,3,206
1421,2,4,950
1422,2,3,81
1423,2,3,538
1424,1,4,626
1425,0,4,997
1426,2,4,43
1427,2,5,815
1428,2,3,569
1429,1,4,578
1430,4,5,915
1431,2,4,601
1432,2,5,197
1433,0,1,929
1434,2,5,284
1435,2,5,759
1436,0,1,105
1437,2,5,805
1438,2,4,262
1439,2,4,298
1440,1,2,584
1441,2,3,931
1442,3,5,460
1443,2,5,490
1444,4,5,495
1445,1,2,822
1446,2,5,678
1447,2,3,390
1448,0,3,582
1449,1,5,749
1450,0,5,811
1451,4,5,831
1452,2,4,85
1453,1,3,742
1454,2,5,198
1455,0,1,67
1456,2,5,89
1457,0,3,430
1458,1,5,43
1459,2,5,84
1460,2,3,475
1461,0,3,367
1462,1,5,477
1463,3,4,694
1464,4,5,843
1465,3,5,131
1466,1,2,778
1467,0,3,354
1468,0,3,6
1469,2,5,756
1470,0,3,199
1471,1,4,65
1472,2,5,968
1473,2,5,237
1474,3,4,250
1475,2,4,148
1476,4,5,13
1477,0,4,893
1478,3,4,20
1479,2,4,455
1480,2,4,766
1481,3,5,395
1482,2,5,786
1483,1,4,880
1484,3,4,505
1485,3,5,782
1486,0,1,204
1487,4,5,874
1488,2,4,682
1489,0,4,714
1490,4,5,828
1491,1,4,673
1492,0,5,632
1493,0,5,598
1494,4,5,356
1495,0,2,33
1496,0,4,908
1497,2,5,803
1498,0,5,658
1499,3,5,6
1500,4,5,737
1501,2,3,934
1502,0,4,926
1503,1,3,284
1504,0,4,481
1505,3,4,294
1506,2,5,957
1507,2,3,731
1508,4,5,61
1509,0,3,164
1510,2,5,915
1511,0,2,636
1512,2,3,958
1513,4,5,424
1514,0,1,382
1515,0,3,759
1516,0,2,263
1517,0,4,249
1518,4,5,450
1519,2,5,65
1520,2,3,566
1521,0,5,981
1522,3,4,88
1523,2,3,782
1524,3,4,568
1525,3,5,597
1526,4,5,773
1527,1,2,198
1528,3,5,869
1529,0,3,541
1530,1,5,527
1531,3,4,81
1532,3,5,851
1533,2,5,65
1534,4,5,916
1535,2,5,146
1536,4,5,279
1537,0,3,746
1538,2,4,360
1539,2,3,562
1540,2,5,83
1541,1,4,908
1542,2,4,394
1543,0,5,688
1544,1,5,190
1545,1,5,791
1546,0,1,705
1547,1,4,14
1548,4,5,762
1549,0,2,947
1550,1,5,18
1551,4,5,834
1552,4,5,919
1553,3,4,602
1554,2,5,505
1555,4,5,871
1556,1,4,850
1557,3,5,246
1558,4,5,122
1559,4,5,576
1560,1,5,210
1561,2,5,270
1562,2,3,722
1563,2,3,89
1564,2,4,200
1565,1,4,456
1566,2,5,185
1567,3,5,569
1568,0,4,194
1569,4,5,844
1570,2,4,238
1571,4,5,330
1572,3,4,457
1573,1,2,42
1574,1,2,49
1575,0,1,918
1576,2,5,708
1577,0,4,640
1578,4,5,922
1579,3,4,956
1580,2,5,872
1581,4,5,644
1582,3,4,950
1583,2,5,107
1584,1,4,998
1585,3,5,567
1586,2,3,583
1587,2,5,329
1588,4,5,792
1589,0,3,37
1590,3,5,540
1591,3,4,781
1592,2,5,311
1593,2,4,180
1594,4,5,31
1595,4,5,770
1596,3,5,170
1597,3,5,745
1598,2,3,142
1599,1,5,73
1600,4,5,703
1601,2,5,809
1602,2,3,890
1603,0,5,432
1604,0,4,623
1605,3,5,958
1606,3,5,319
1607,3,5,48
1608,3,5,440
1609,2,4,217
1610,3,5,526
1611,2,4,757
1612,2,3,127
1613,3,4,430
1614,2,5,993
1615,3,4,615
1616,0,2,577
1617,2,3,122
1618,0,3,371
1619,0,3,195
1620,1,2,885
1621,1,3,777
1622,2,4,60
1623,4,5,634
1624,4,5,900
1625,1,3,260
1626,2,5,540
1627,4,5,311
1628,0,2,417
1629,0,3,142
1630,4,5,792
1631,2,4,330
1632,2,5,733
1633,2,5,428
1634,0,2,187
1635,0,3,992
1636,2,5,478
1637,2,4,810
1638,2,5,986
1639,2,3,255
1640,2,5,692
1641,1,3,94
1642,3,4,125
1643,2,3,722
1644,1,2,70
1645,1,4,913
1646,2,4,997
1647,2,3,373
1648,2,4,958
1649,1,2,606
1650,2,5,200
1651,2,5,60
1652,3,4,911
1653,2,3,648
1654,1,4,209
1655,1,4,399
1656,2,3,334
1657,0,4,310
1658,2,4,538
1659,2,3,991
1660,1,4,437
1661,0,3,606
1662,4,5,983
1663,2,5,943
