time,num
607,2
609,2
610,2
611,4
615,2
616,2
617,3
618,3
619,1
620,1
623,2
624,2
626,1
627,1
629,2
630,1
631,1
633,1
634,2
635,1
636,1
637,1
639,1
640,4
643,1
644,3
646,1
648,1
649,2
650,2
651,1
655,1
656,2
657,1
658,1
659,1
661,3
662,1
665,5
666,1
667,2
668,1
670,4
672,2
674,1
680,1
681,3
682,1
683,1
684,2
685,2
686,1
690,1
692,4
694,1
695,1
696,1
697,1
698,1
699,1
702,1
705,1
706,1
708,2
710,3
711,1
714,1
715,2
716,1
717,1
718,1
720,1
721,1
723,1
726,1
727,1
729,1
730,2
731,1
732,1
733,1
734,1
735,1
737,2
738,2
739,1
740,3
741,1
744,1
745,2
748,2
750,1
752,1
753,1
755,2
756,1
757,1
758,1
759,2
762,1
764,3
767,2
769,2
771,4
772,1
773,1
775,2
777,1
780,4
781,1
782,1
785,3
786,2
787,1
789,1
790,3
793,1
795,1
798,1
799,2
800,1
801,2
802,1
803,2
804,1
805,4
806,2
807,3
808,5
810,2
811,2
813,1
815,1
816,3
819,2
820,1
821,1
822,3
823,3
824,3
825,3
826,4
827,1
828,1
829,2
830,2
831,1
832,1
834,2
835,1
838,2
840,3
841,2
843,1
844,2
845,1
847,1
848,1
849,1
850,1
851,3
853,2
854,3
855,1
856,2
857,1
858,5
859,2
860,1
861,1
862,1
863,2
865,1
866,3
867,3
868,4
869,1
870,2
871,1
872,2
873,2
875,1
878,1
880,1
881,3
882,2
883,2
884,1
885,1
887,2
889,2
890,4
892,1
896,1
898,1
899,1
900,1
901,6
903,1
904,1
905,1
906,2
907,1
908,3
909,2
911,1
913,1
915,1
916,2
917,1
918,2
919,2
920,2
921,1
922,1
923,1
924,2
925,1
926,1
927,1
930,3
931,2
934,1
935,3
937,1
938,2
941,3
942,2
944,1
946,1
947,1
948,6
950,1
952,2
953,1
955,1
956,2
957,2
960,2
961,1
962,3
964,1
965,1
966,1
967,1
968,5
969,2
972,2
973,1
974,1
975,2
976,1
977,2
978,2
980,2
981,2
982,3
983,3
985,3
986,2
987,1
989,1
991,2
992,4
993,1
994,2
995,2
996,1
997,1
998,1
999,1
1000,1
