passenger,start,end,time
240,2,5,336
241,0,1,938
242,1,3,904
243,0,4,960
244,0,1,606
245,0,4,446
246,2,4,54
247,0,4,20
248,1,3,162
249,1,2,982
250,2,5,982
251,0,2,822
252,1,4,702
253,2,4,527
254,1,5,955
255,0,4,73
256,2,4,400
257,0,2,178
258,0,4,104
259,2,4,78
260,2,4,902
261,1,5,161
262,1,2,368
263,0,5,924
264,0,2,753
265,1,3,180
266,2,3,770
267,2,3,182
268,0,1,316
269,0,1,795
270,2,3,929
271,0,4,277
272,1,5,24
273,1,3,754
274,1,2,457
275,0,5,588
276,1,4,883
277,0,5,872
278,0,1,520
279,2,4,168
280,1,4,502
281,1,4,7
282,2,3,224
283,0,5,10
284,2,4,152
285,0,4,759
286,0,2,406
287,0,1,699
288,2,5,249
289,2,3,862
290,0,4,740
291,1,2,869
292,2,3,743
293,1,3,60
294,0,1,596
295,2,3,166
296,0,4,318
297,1,4,85
298,1,2,268
299,1,5,361
300,0,5,861
301,1,3,970
302,1,3,820
303,0,5,452
304,0,4,254
305,2,5,65
306,0,3,844
307,1,3,514
308,2,3,884
309,0,1,309
310,2,4,799
311,2,4,462
312,2,3,194
313,1,3,428
314,0,2,408
315,2,5,994
316,2,4,369
317,2,3,765
318,0,1,240
319,0,1,137
320,0,3,840
321,0,2,282
322,0,1,577
323,0,5,549
324,0,4,273
325,0,1,826
326,1,4,458
327,0,2,615
328,1,3,682
329,0,3,785
330,1,4,600
331,1,2,713
332,0,4,413
333,2,5,139
334,1,3,242
335,2,5,712
336,1,5,22
337,0,4,618
338,2,3,674
339,0,2,436
340,1,5,552
341,1,4,526
342,0,4,275
343,1,5,361
344,2,4,109
345,0,3,995
346,1,4,648
347,0,2,267
348,2,3,508
349,2,4,767
350,0,2,260
351,2,5,664
352,0,5,668
353,1,2,268
354,0,3,623
355,1,5,460
356,2,3,486
357,2,3,802
358,0,3,151
359,0,2,773
360,1,2,899
361,0,5,906
362,2,4,665
363,2,4,727
364,0,1,271
365,2,5,834
366,1,5,395
367,1,5,437
368,1,5,857
369,2,3,52
370,1,4,934
371,0,2,729
372,1,3,492
373,0,2,588
374,0,1,535
375,2,5,542
376,0,3,439
377,2,4,476
378,2,4,464
379,1,3,177
380,0,1,507
381,1,3,758
382,1,4,557
383,0,4,114
384,1,5,992
385,1,3,655
386,0,1,848
387,2,3,212
388,2,5,74
389,0,1,572
390,0,2,362
391,1,2,492
392,0,4,211
393,0,2,858
394,0,3,166
395,2,5,61
396,1,4,578
397,0,1,859
398,0,3,287
399,0,4,390
400,0,4,542
401,0,2,299
402,0,3,185
403,0,1,733
404,0,5,665
405,0,3,627
406,1,3,344
407,1,3,218
408,1,2,186
409,1,5,864
410,0,1,387
411,1,5,682
412,0,3,229
413,1,2,910
414,0,2,5
415,2,3,788
416,2,4,844
417,0,5,523
418,0,1,395
419,2,5,330
420,1,3,15
421,0,3,218
422,2,5,199
423,2,3,428
424,0,4,115
425,0,5,484
426,0,3,35
427,1,4,943
428,2,5,362
429,2,5,959
430,1,2,747
431,1,5,60
432,2,3,906
433,1,3,74
434,0,1,767
435,0,4,486
436,0,2,941
437,1,5,598
438,2,4,193
439,2,5,854
440,1,4,65
441,2,5,248
442,1,4,138
443,2,5,787
444,1,3,790
445,0,2,672
446,1,3,730
447,2,5,944
448,0,5,148
449,1,4,151
450,2,5,637
451,2,4,766
452,2,4,475
453,0,1,13
454,2,5,126
455,2,5,56
456,0,1,859
457,0,4,289
458,1,5,241
459,0,1,636
460,1,2,186
461,1,5,827
462,2,4,2
463,1,4,628
464,0,3,924
465,0,2,208
466,0,2,405
467,1,4,884
468,1,4,673
469,0,2,529
470,0,1,789
471,1,2,139
472,2,4,990
473,0,4,261
474,0,5,423
475,1,2,993
476,2,5,962
477,1,5,459
478,0,5,451
479,0,4,75
480,0,3,681
481,0,1,882
482,2,4,598
483,1,5,882
484,1,3,960
485,0,1,593
486,2,5,790
487,2,3,242
488,2,3,649
489,0,1,47
490,0,4,114
491,1,5,144
492,2,3,760
493,1,3,423
494,2,3,86
495,2,5,950
496,1,4,222
497,0,4,36
498,1,2,24
499,2,5,475
500,2,3,98
501,2,3,583
502,2,4,673
503,2,3,568
504,0,3,282
505,2,5,796
506,1,2,233
507,0,1,755
508,2,5,695
509,1,5,395
510,1,4,179
511,1,2,550
512,0,4,619
513,1,4,113
514,1,3,718
515,2,4,897
516,0,5,756
517,1,4,0
518,2,4,118
519,2,3,609
520,1,5,356
521,1,5,595
522,1,2,437
523,0,3,309
524,1,3,786
525,2,3,868
526,2,4,274
527,0,5,512
528,2,4,49
529,0,5,860
530,2,4,383
531,1,3,214
532,1,5,7
533,1,3,398
534,0,5,353
535,2,4,316
536,0,5,665
537,1,3,879
538,1,3,651
539,1,5,233
540,2,3,595
541,1,5,840
542,0,3,819
543,2,3,573
544,2,4,554
545,2,3,550
546,2,4,855
547,2,5,832
548,2,4,105
549,2,4,596
550,1,5,889
551,2,5,804
552,0,5,829
553,1,3,509
554,1,2,516
555,0,1,228
556,0,2,596
557,1,2,475
558,2,4,216
559,0,1,334
560,2,4,823
561,1,3,949
562,1,4,784
563,1,2,253
564,0,4,855
565,1,3,586
566,1,2,731
567,1,3,251
568,1,2,874
569,0,1,881
570,0,1,90
571,1,2,417
572,1,2,702
573,1,4,387
574,0,4,762
575,0,3,45
576,1,4,664
577,2,3,605
578,0,1,443
579,1,5,359
580,1,2,642
581,2,4,725
582,0,5,105
583,2,4,589
584,0,2,757
585,2,3,224
586,2,5,862
587,1,2,457
588,0,4,428
589,0,3,315
590,2,5,606
591,2,4,192
592,2,4,62
593,0,3,434
594,0,2,868
595,1,2,613
596,2,4,911
597,1,2,386
598,1,3,912
599,2,5,233
600,0,1,319
601,1,3,906
602,0,1,821
603,2,5,656
604,1,2,909
605,1,4,508
606,0,3,475
607,1,2,362
608,0,4,991
609,0,1,453
610,2,4,89
611,2,4,727
612,2,5,707
613,0,1,634
614,0,2,681
615,1,2,11
616,0,3,968
617,2,5,834
618,1,3,142
619,1,5,288
620,1,4,410
621,2,5,556
622,2,3,978
623,0,5,816
624,1,4,802
625,2,3,52
626,0,1,810
627,0,1,384
628,2,3,288
629,1,5,512
630,2,3,490
631,2,5,271
632,2,5,498
633,0,1,263
634,1,2,943
635,2,5,744
636,0,5,337
637,1,3,272
638,1,4,643
639,1,5,475
640,2,4,737
641,0,4,661
642,2,3,902
643,0,1,439
644,1,4,996
645,2,5,13
646,1,2,638
647,2,3,360
648,2,5,552
649,1,4,571
650,0,4,370
651,0,5,780
652,1,5,210
653,2,3,102
654,2,5,645
655,0,5,84
656,2,3,553
657,2,5,54
658,2,3,266
659,2,4,139
660,2,4,749
661,1,4,749
662,1,4,27
663,2,4,29
664,0,1,515
665,0,1,473
666,0,4,427
667,1,4,932
668,1,3,261
669,2,5,53
670,0,2,91
671,1,2,59
672,0,5,105
673,2,4,442
674,0,3,785
675,2,5,700
676,1,5,241
677,0,1,740
678,2,3,773
679,2,4,497
680,1,2,743
681,1,2,11
682,2,4,435
683,2,5,415
684,2,4,678
685,0,3,611
686,1,4,468
687,0,4,865
688,1,2,278
689,1,2,509
690,0,3,858
691,1,4,899
692,1,5,923
693,1,5,168
694,2,4,994
695,1,3,12
696,1,3,688
697,1,5,818
698,0,5,211
699,2,4,428
700,1,4,514
701,0,1,33
702,1,4,284
703,2,4,25
704,1,5,423
705,0,5,755
706,0,2,266
707,0,4,853
708,2,3,899
709,0,5,600
710,1,4,321
711,1,2,502
712,1,5,939
713,1,2,689
714,0,5,14
715,0,5,315
716,1,2,423
717,2,3,714
718,1,4,220
719,2,5,495
720,2,3,762
721,2,5,750
722,1,2,68
723,1,4,514
724,1,4,807
725,2,3,544
726,1,5,833
727,2,5,586
728,0,4,952
729,0,1,640
730,2,4,599
731,0,2,494
732,2,3,375
733,0,1,428
734,1,3,731
735,1,5,632
736,0,4,272
737,0,5,357
738,0,3,507
739,2,5,885
740,2,5,289
741,1,3,516
742,2,3,131
743,0,3,577
744,1,2,988
745,1,5,642
746,0,2,173
747,1,5,572
748,2,5,430
749,0,5,48
750,2,3,515
751,0,1,985
752,1,5,47
753,1,2,395
754,2,3,153
755,1,5,865
756,2,4,923
757,0,5,440
758,1,5,269
759,1,3,837
760,0,5,870
761,0,3,899
762,0,2,514
763,2,3,587
764,1,2,757
765,0,2,311
766,1,5,14
767,0,2,83
768,0,2,290
769,0,5,375
770,2,3,96
771,2,3,339
772,0,1,442
773,0,5,808
774,2,5,702
775,1,4,35
776,1,5,787
777,0,1,623
778,2,5,306
779,0,5,234
780,0,1,962
781,0,1,685
782,1,2,386
783,1,3,154
784,0,4,775
785,0,2,424
786,1,5,52
787,1,5,913
788,2,3,548
789,1,5,98
790,1,4,139
791,0,5,457
792,0,1,461
793,2,4,46
794,1,3,896
795,2,3,567
796,0,4,544
797,1,5,923
798,1,5,943
799,0,2,539
800,0,1,164
801,1,5,256
802,2,4,398
803,2,4,771
804,0,5,125
805,0,5,730
806,0,4,103
807,1,5,3
808,2,5,9
809,2,4,459
810,0,1,930
811,1,2,965
812,2,4,343
813,1,3,76
814,0,3,456
815,1,3,233
816,1,4,377
817,1,4,880
818,2,3,313
819,0,2,775
820,2,4,331
821,2,4,959
822,1,3,526
823,2,5,393
824,0,4,635
825,2,3,442
826,2,5,772
827,2,5,189
828,1,4,838
829,1,4,962
830,2,3,642
831,1,2,242
832,0,1,34
833,0,3,822
834,0,1,289
835,2,3,104
836,0,4,455
837,1,4,158
838,1,2,174
839,0,4,764
840,1,5,904
841,1,3,430
842,0,4,144
843,1,2,654
844,0,4,142
845,2,4,237
846,1,2,62
847,1,4,865
848,1,5,748
849,1,2,660
850,0,3,856
851,0,5,177
852,1,3,261
853,0,2,461
854,0,3,885
855,1,4,324
856,0,2,370
857,1,5,870
858,0,2,708
859,1,2,973
860,1,4,164
861,2,5,746
862,0,1,992
863,0,2,769
864,2,3,444
865,1,3,215
866,1,4,816
867,0,5,223
868,1,5,789
869,2,4,34
870,0,5,801
871,1,2,243
872,0,4,665
873,0,1,383
874,0,2,911
875,0,2,711
876,0,1,590
877,2,3,704
878,1,2,40
879,1,4,113
880,0,5,948
881,1,4,752
882,0,3,376
883,0,1,571
884,0,1,992
885,0,5,92
886,1,5,640
887,2,3,905
888,1,4,72
889,0,5,255
890,1,2,406
891,2,4,198
892,1,2,243
893,2,5,32
894,2,3,865
895,0,5,435
896,0,1,341
897,2,5,151
898,0,2,67
899,0,1,35
900,1,4,264
901,1,3,366
902,0,3,919
903,1,2,587
904,2,5,340
905,2,5,194
906,2,4,818
907,0,2,193
908,1,4,817
909,2,4,805
910,0,2,573
911,0,2,13
912,1,4,102
913,1,2,928
914,2,5,844
915,1,4,670
916,2,4,934
917,0,4,878
918,2,4,967
919,0,5,456
920,0,4,16
921,2,4,81
922,1,4,454
923,1,4,924
924,2,3,2
925,2,5,440
926,2,3,826
927,1,4,39
928,0,5,112
929,1,4,254
930,1,4,95
931,0,5,262
932,2,3,81
933,1,3,440
934,0,3,941
935,1,5,508
936,2,5,387
937,2,4,418
938,2,3,878
939,0,5,79
940,0,3,790
941,1,3,812
942,0,2,741
943,1,2,640
944,1,4,651
945,1,3,442
946,1,4,671
947,1,5,525
948,2,5,701
949,1,5,262
950,2,3,828
951,1,3,710
952,2,3,260
953,2,4,98
954,1,5,476
955,0,5,304
956,1,3,630
957,2,5,415
958,0,4,343
959,1,5,2
960,1,3,276
961,1,5,535
962,0,2,347
963,0,4,331
964,1,5,839
965,1,5,804
966,2,4,904
967,0,2,178
968,2,4,922
969,2,3,934
970,2,5,206
971,0,1,263
972,1,3,176
973,1,2,426
974,0,2,607
975,0,3,500
976,1,2,367
977,2,3,128
978,0,4,57
979,1,2,397
980,1,3,722
981,0,3,572
982,1,5,226
983,2,5,117
984,1,3,731
985,2,4,231
986,1,4,677
987,0,3,214
988,2,4,602
989,1,3,602
990,2,4,730
991,0,4,158
992,2,4,444
993,0,4,708
994,0,1,834
995,0,3,80
996,2,3,818
997,2,4,131
998,1,2,34
999,1,2,905
1000,2,5,373
1001,1,4,846
1002,2,5,907
1003,0,2,976
1004,1,3,996
1005,1,5,674
1006,0,3,500
1007,2,5,20
1008,1,2,79
1009,2,4,972
1010,2,3,484
1011,2,4,122
1012,2,5,248
1013,2,3,465
1014,2,3,563
1015,2,3,82
1016,2,5,54
1017,2,5,511
1018,0,2,521
1019,0,4,752
1020,1,4,292
1021,1,4,619
1022,1,5,761
1023,1,3,755
1024,1,3,888
1025,2,3,421
1026,2,5,987
1027,1,2,241
1028,1,2,40
1029,1,4,704
1030,0,3,909
1031,0,3,25
1032,2,5,548
1033,1,3,418
1034,0,3,439
1035,0,1,31
1036,1,3,10
1037,1,3,397
1038,2,3,764
1039,1,3,747
1040,2,4,692
1041,0,1,618
1042,2,4,843
1043,0,2,54
1044,2,4,919
1045,1,4,514
1046,0,5,610
1047,2,5,578
1048,2,4,278
1049,2,4,764
1050,1,3,462
1051,1,3,348
1052,1,4,239
1053,2,4,604
1054,0,2,453
1055,1,2,441
1056,0,2,348
1057,0,3,583
1058,1,5,179
1059,2,4,460
1060,0,4,807
1061,2,3,796
1062,1,4,201
1063,2,4,571
1064,2,5,456
1065,2,5,493
1066,1,5,803
1067,1,3,534
1068,0,1,617
1069,2,3,220
1070,2,4,283
1071,0,2,300
1072,2,5,241
1073,1,4,465
1074,0,4,944
1075,1,2,584
1076,1,5,531
1077,2,4,115
1078,2,4,344
1079,1,2,549
1080,2,4,348
1081,1,5,870
1082,2,4,749
1083,2,4,905
1084,0,5,543
1085,0,3,126
1086,1,4,694
1087,2,3,871
1088,1,4,388
1089,2,4,487
1090,1,4,52
1091,0,3,985
1092,2,4,413
1093,0,2,134
1094,2,3,699
1095,2,3,472
1096,0,3,825
1097,0,4,96
1098,2,4,162
1099,0,1,252
1100,2,4,370
1101,2,5,402
1102,1,5,735
1103,0,1,367
1104,1,5,976
1105,2,4,198
1106,1,5,759
1107,2,5,512
1108,2,3,385
1109,0,2,993
1110,2,5,157
1111,1,4,290
1112,2,3,59
1113,1,2,824
1114,0,4,665
1115,0,3,323
1116,1,2,714
1117,1,4,126
1118,0,2,941
1119,2,5,135
1120,1,4,256
1121,1,2,948
1122,2,3,410
1123,1,3,279
1124,2,5,892
1125,1,3,280
1126,1,2,151
1127,1,4,17
1128,0,3,521
1129,2,3,26
1130,0,3,466
1131,2,5,737
1132,1,3,202
1133,2,3,378
1134,1,3,201
1135,0,3,955
1136,0,3,904
1137,1,2,738
1138,1,3,207
1139,1,5,716
1140,1,3,621
1141,0,4,181
1142,1,2,957
1143,2,5,413
1144,0,5,978
1145,2,4,994
1146,1,3,392
1147,2,3,368
1148,2,4,819
1149,0,2,35
1150,1,2,611
1151,2,5,929
1152,2,4,330
1153,1,2,651
1154,1,4,823
1155,0,5,637
1156,0,5,862
1157,0,1,591
1158,2,4,133
1159,0,2,721
1160,2,4,767
1161,1,4,48
1162,1,2,164
1163,1,2,297
1164,1,5,244
1165,1,5,202
1166,1,4,119
1167,1,2,101
1168,1,3,252
1169,0,5,544
1170,0,2,802
1171,1,4,63
1172,1,3,53
1173,0,5,983
1174,1,4,802
1175,2,5,514
1176,0,3,427
1177,2,5,299
1178,0,1,683
1179,1,5,691
1180,2,4,660
1181,0,2,808
1182,1,4,87
1183,1,2,101
1184,2,4,723
1185,0,4,53
1186,1,5,343
1187,2,5,213
1188,1,4,195
1189,1,4,627
1190,0,1,417
1191,2,5,122
1192,2,3,780
1193,0,5,560
1194,2,5,968
1195,1,4,540
1196,2,3,171
1197,0,3,306
1198,1,5,858
1199,0,4,780
1200,0,4,989
1201,0,4,30
1202,0,3,436
1203,0,2,930
1204,2,5,903
1205,0,5,197
1206,0,5,204
1207,2,4,644
1208,0,5,115
1209,1,2,775
1210,0,4,477
1211,0,3,276
1212,2,5,386
1213,1,2,334
1214,1,3,417
1215,2,3,824
1216,1,4,295
1217,2,5,404
1218,2,5,455
1219,0,3,202
1220,2,4,122
1221,2,3,93
1222,2,3,244
1223,0,1,519
1224,2,5,451
1225,2,3,416
1226,1,2,956
1227,2,4,508
1228,2,5,618
1229,2,3,37
1230,1,2,320
1231,0,4,32
1232,1,2,381
1233,0,2,529
1234,0,5,287
1235,0,4,592
1236,1,5,467
1237,0,1,122
1238,0,3,710
1239,1,4,539
1240,0,5,371
1241,1,3,687
1242,1,4,60
1243,0,4,815
1244,0,2,825
1245,2,5,515
1246,2,5,692
1247,2,5,652
1248,2,4,489
1249,2,5,9
1250,0,5,122
1251,2,4,987
1252,2,5,956
1253,2,4,301
1254,1,4,856
1255,1,4,855
1256,2,4,800
1257,2,3,926
1258,1,5,336
1259,1,5,613
1260,0,2,249
1261,1,3,105
1262,1,5,716
1263,2,4,159
1264,1,5,314
1265,1,4,473
1266,2,3,947
1267,2,5,268
1268,1,4,844
1269,1,3,305
1270,2,5,271
1271,0,1,881
1272,1,5,327
1273,0,4,465
1274,0,3,532
1275,2,3,345
1276,2,3,263
1277,1,4,800
1278,2,5,729
1279,1,4,848
1280,0,5,808
1281,2,4,6
1282,1,4,102
1283,0,2,8
1284,1,3,949
1285,0,1,819
1286,2,4,810
1287,2,3,457
1288,2,4,116
1289,1,4,459
1290,2,4,362
1291,2,5,524
1292,0,2,999
1293,2,3,68
1294,1,3,925
1295,0,5,57
1296,0,1,538
1297,2,5,916
1298,0,1,44
1299,1,4,883
1300,0,5,662
1301,0,3,291
1302,2,3,473
1303,2,3,687
1304,1,5,953
1305,0,2,334
1306,1,2,327
1307,2,3,164
1308,1,2,631
1309,0,4,155
1310,1,4,236
1311,0,5,630
1312,2,4,468
1313,0,5,57
1314,2,3,605
1315,1,4,734
1316,1,2,177
1317,0,4,417
1318,1,5,658
1319,0,5,598
1320,2,3,823
1321,0,3,992
1322,0,2,805
1323,1,3,717
1324,1,3,979
1325,2,4,138
1326,2,5,213
1327,1,2,59
1328,0,4,222
1329,1,3,542
1330,0,3,445
1331,2,4,739
1332,2,5,145
1333,2,4,123
1334,2,3,806
1335,0,1,840
1336,2,3,339
1337,1,2,686
1338,2,4,21
1339,0,3,460
1340,2,5,567
1341,0,5,480
1342,2,4,940
1343,1,5,122
1344,2,5,63
1345,2,4,604
1346,1,2,669
1347,2,5,425
1348,2,4,538
1349,0,3,106
1350,2,5,475
1351,1,4,355
1352,0,2,449
1353,0,4,438
1354,1,2,196
1355,1,3,297
1356,2,4,845
1357,0,2,45
1358,1,2,995
1359,0,5,515
1360,2,5,167
1361,0,4,512
1362,1,4,186
1363,1,2,293
1364,0,3,905
1365,2,5,74
1366,0,4,470
1367,0,1,366
1368,0,2,229
1369,1,4,15
1370,2,3,485
1371,0,4,926
1372,2,5,702
1373,0,2,315
1374,1,3,279
1375,2,3,921
1376,1,4,123
1377,2,5,551
1378,2,3,374
1379,0,3,524
1380,1,3,565
1381,0,3,392
1382,2,5,826
1383,2,5,380
1384,0,5,966
1385,2,4,766
1386,1,2,940
1387,2,5,952
1388,1,4,699
1389,2,5,538
1390,1,3,389
1391,2,5,336
1392,0,2,345
1393,2,3,241
1394,2,4,636
1395,0,1,883
1396,1,4,8
1397,0,2,780
1398,2,3,585
1399,0,5,799
1400,0,2,655
1401,1,3,238
1402,2,3,306
1403,1,2,505
1404,0,1,466
1405,0,4,948
1406,0,2,919
1407,1,5,846
1408,0,1,132
1409,1,5,902
1410,0,5,921
1411,0,2,698
1412,1,2,87
1413,0,5,95
1414,2,3,53
1415,0,1,643
1416,2,5,604
1417,2,3,597
1418,1,4,893
1419,2,4,568
1420,2,3,320
1421,1,5,758
1422,0,2,390
1423,0,4,931
1424,2,4,4
1425,1,5,463
1426,1,2,687
1427,1,2,501
1428,2,3,190
1429,1,3,742
1430,0,4,811
1431,1,3,989
1432,1,5,233
1433,2,3,611
1434,0,3,426
1435,2,5,270
1436,1,2,889
1437,0,5,281
1438,2,3,374
1439,1,4,470
1440,2,3,431
1441,2,4,480
1442,2,4,144
1443,1,5,926
1444,2,4,493
1445,0,3,35
1446,0,1,348
1447,0,4,640
1448,1,5,669
1449,0,3,938
1450,1,2,28
1451,1,2,752
1452,2,4,887
1453,2,3,794
1454,0,4,299
1455,1,2,154
1456,2,3,922
1457,2,5,835
1458,1,3,763
1459,1,5,927
1460,1,4,919
1461,0,2,555
1462,1,5,550
1463,2,3,996
1464,2,5,728
1465,1,4,223
1466,0,2,181
1467,2,5,979
1468,1,4,144
1469,1,4,838
1470,1,4,989
1471,0,2,898
1472,0,3,705
1473,2,4,23
1474,1,2,832
1475,0,3,81
1476,2,5,309
1477,1,2,922
1478,0,3,487
1479,0,2,820
1480,0,2,901
1481,2,4,451
1482,1,2,942
1483,2,5,247
1484,2,3,106
1485,0,2,830
1486,0,2,112
1487,1,3,393
1488,2,5,569
1489,0,1,50
1490,0,5,339
1491,2,3,602
1492,0,1,21
1493,1,5,487
1494,1,3,881
1495,2,4,19
1496,1,2,515
1497,1,2,305
1498,0,2,340
1499,1,5,340
1500,0,3,326
1501,0,3,610
1502,0,1,204
1503,1,5,847
1504,2,5,898
1505,1,4,98
1506,1,3,359
1507,2,3,527
1508,0,5,986
1509,2,3,362
1510,0,1,553
1511,0,4,180
1512,1,5,221
1513,0,2,240
1514,0,1,172
1515,1,3,98
1516,2,5,351
1517,0,5,918
1518,0,5,107
1519,2,5,83
1520,0,1,272
1521,0,2,759
1522,0,4,781
1523,2,4,38
1524,0,1,407
1525,1,2,126
1526,2,4,574
1527,2,5,833
1528,0,2,948
1529,1,5,784
1530,1,5,236
1531,0,4,284
1532,2,3,455
1533,1,3,516
1534,2,4,250
1535,0,1,901
1536,1,2,443
1537,2,5,120
1538,2,4,634
1539,0,2,14
1540,1,4,581
1541,0,3,913
1542,2,3,52
1543,2,3,413
1544,1,3,655
1545,1,3,381
1546,0,2,868
1547,0,2,413
1548,0,2,978
1549,1,4,769
1550,2,5,537
1551,2,4,601
1552,1,3,528
1553,2,3,12
1554,0,1,351
1555,1,3,801
1556,2,4,126
1557,1,3,243
1558,2,4,207
1559,2,5,793
1560,0,1,599
1561,0,2,867
1562,0,3,822
1563,2,4,35
1564,0,3,415
1565,2,5,383
1566,2,4,692
1567,0,4,633
1568,0,4,767
1569,1,5,638
1570,0,1,644
1571,1,2,443
1572,1,4,828
1573,1,2,868
1574,1,3,815
1575,0,5,244
1576,2,3,625
1577,0,5,350
1578,1,2,462
1579,2,4,554
1580,0,4,411
1581,2,4,766
1582,0,2,314
1583,2,4,742
1584,1,5,973
1585,2,5,698
1586,0,3,580
1587,2,5,624
1588,0,4,559
1589,2,4,728
1590,1,2,194
1591,2,4,870
1592,0,5,690
1593,0,5,255
1594,1,4,61
1595,2,5,822
1596,2,5,582
1597,1,4,168
1598,2,5,990
1599,1,2,424
1600,1,3,796
1601,2,5,149
1602,0,2,200
1603,2,4,637
1604,2,4,522
1605,1,4,60
1606,1,2,371
1607,0,2,856
1608,1,2,746
1609,0,1,59
1610,1,5,582
1611,2,3,330
1612,1,4,714
1613,2,5,177
1614,1,2,898
1615,2,4,49
1616,0,5,991
1617,0,5,192
1618,1,5,19
1619,0,5,901
1620,0,2,863
1621,1,3,479
1622,2,5,328
1623,2,4,71
1624,0,2,268
1625,2,5,415
1626,1,2,45
1627,2,3,451
1628,0,3,475
1629,2,3,790
1630,0,5,790
1631,1,4,88
1632,2,3,941
1633,1,2,852
1634,0,3,694
1635,0,2,162
1636,2,3,713
1637,2,4,160
1638,2,4,346
1639,1,5,904
1640,2,3,837
1641,1,5,558
1642,2,5,958
1643,0,1,457
1644,0,2,793
1645,1,5,41
1646,0,4,42
1647,2,3,999
1648,1,3,163
1649,0,4,873
1650,0,5,73
1651,1,3,872
1652,2,4,876
1653,1,5,479
1654,1,5,333
1655,0,3,362
1656,1,5,632
1657,2,4,668
1658,0,3,204
1659,1,4,108
1660,1,3,503
1661,0,2,82
1662,0,5,843
1663,0,5,994
